Image Source,Institution Name,Course Title,University Location,Course Duration,Study Mode,Campus Type,Course Infomation
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/63/63577_cover.jpg,University of Johannesburg,BSc Hons in Geology,"Johannesburg, South Africa",1 up to 2 Years,"Full time, Part time",On-Campus,"The primary purpose of the BSc Honours qualification is to consolidate and deepen the students’ knowledge and expertise in Geology and to develop research capacity in its methodology and techniques of it. BSc Honours is essentially a coursework degree of which at least 25% (30) of the credits are devoted to a research project and reporting under supervision.Reasons for studying at UJUJ offers not only a special program called the First Year Experience to help orientate students throughout the first year but we also offer a Senior Student Experience that gears students toward the workplace!Grab the opportunity to participate in a variety of sports and train alongside Olympians and Paralympians on state-of-the-art pitches, tracks, and fields, or just keep fit by joining one of the gyms on each of our 4 campuses.Be part of a young, vibrant, and agile university that reflects and adapts easily to our country’s aspirations, while maintaining global relevance through numerous international partnerships.178 Internationally respected and accepted qualifications.Join a university that cares enough to have raised over R300 million since the start of 2016 in order to support the Missing Middle Campaign. UJ also ensures that more than 6 000 needy students have two healthy meals per day.Study in the vibrant City of Gold – the economic hub of South Africa. Join a vibrant, cosmopolitan, progressive group of students and academics on their way to re-imagining the future!UJ offers an amazing on-campus experience whether you live in one of UJ’s residences, belong to a day house, or whether you just want to socialize at the Student Centres on all campuses.We ensure the health, safety, and security of all our students through our own on-campus health services and UJ Protection Services.Did you know that during the first five years of UJ’s existence it doubled its targeted research output and to this day, continues to break records!"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/63/63577_cover.jpg,University of Johannesburg,BSc Hons in Mathematics,"Johannesburg, South Africa",1 up to 2 Years,"Full time, Part time",On-Campus,"The primary purpose of the BSc Honours qualification is to consolidate and deepen the students’ knowledge and expertise in Mathematics and to develop research capacity in the methodology and techniques of it. BSc Honours is essentially a coursework degree of which at least 25% (30) of the credits are devoted to a research project and reporting under supervision.Reasons for studying at UJUJ offers not only a special program called the First Year Experience to help orientate students throughout the first year but we also offer a Senior Student Experience that gears students toward the workplace!Grab the opportunity to participate in a variety of sports and train alongside Olympians and Paralympians on state-of-the-art pitches, tracks, and fields, or just keep fit by joining one of the gyms on each of our 4 campuses.Be part of a young, vibrant, and agile university that reflects and adapts easily to our country’s aspirations, while maintaining global relevance through numerous international partnerships.178 Internationally respected and accepted qualifications.Join a university that cares enough to have raised over R300 million since the start of 2016 in order to support the Missing Middle Campaign. UJ also ensures that more than 6 000 needy students have two healthy meals per day.Study in the vibrant City of Gold – the economic hub of South Africa. Join a vibrant, cosmopolitan, progressive group of students and academics on their way to re-imagining the future!UJ offers an amazing on-campus experience whether you live in one of UJ’s residences, belong to a day house, or whether you just want to socialize at the Student Centres on all campuses.We ensure the health, safety, and security of all our students through our own on-campus health services and UJ Protection Services.Did you know that during the first five years of UJ’s existence it doubled its targeted research output and to this day, continues to break records!"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/63/63577_cover.jpg,University of Johannesburg,BSc Hons in Informatics,"Johannesburg, South Africa",1 up to 2 Weeks,Full time,On-Campus,"The primary purpose of the BSc Honours qualification is to consolidate and deepen the students’ knowledge and expertise in Informatics, and to develop research capacity in the methodology and techniques of it. BSc Honours is essentially a coursework degree of which at least 25% (30) of the credits are devoted to a research project and reporting under supervision.Reasons for studying at UJUJ offers not only a special program called the First Year Experience to help orientate students throughout the first year but we also offer a Senior Student Experience that gears students toward the workplace!Grab the opportunity to participate in a variety of sports and train alongside Olympians and Paralympians on state-of-the-art pitches, tracks, and fields, or just keep fit by joining one of the gyms on each of our 4 campuses.Be part of a young, vibrant, and agile university that reflects and adapts easily to our country’s aspirations, while maintaining global relevance through numerous international partnerships.178 Internationally respected and accepted qualifications.Join a university that cares enough to have raised over R300 million since the start of 2016 in order to support the Missing Middle Campaign. UJ also ensures that more than 6 000 needy students have two healthy meals per day.Study in the vibrant City of Gold – the economic hub of South Africa. Join a vibrant, cosmopolitan, progressive group of students and academics on their way to re-imagining the future!UJ offers an amazing on-campus experience whether you live in one of UJ’s residences, belong to a day house, or whether you just want to socialize at the Student Centres on all campuses.We ensure the health, safety, and security of all our students through our own on-campus health services and UJ Protection Services.Did you know that during the first five years of UJ’s existence it doubled its targeted research output and to this day, continues to break records!"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/13/131454_photo-1505761671935-60b3a7427bad.jpg,University of Reading,BSc Meteorology and Climate,"Reading, United Kingdom",3 Years,Full time,On-Campus,"On our BSc Meteorology and Climate course you will tackle the biggest issues facing the planet today, including ozone depletion and climate change, alongside world experts in the UK’s only dedicated meteorology department.Global impactWe are ranked 1st in the UK for environmental and ethical performance (People and Planet University League 2023/24).In 2023, the University of Reading was the first ever winner of the Times Higher Education (THE) award for Outstanding Contribution to Environmental Leadership.The University has been awarded a 2021 Queen's Anniversary Prize in recognition of our world-leading research, teaching, stewardship and outreach on climate change.We are ranked 3rd in the UK for research power in Earth Systems and Environmental Sciences (Times Higher Education, Institutions Ranked by Subject, based on its analysis of the latest Research Excellence Framework 2021).We are ranked 5th in the world for Atmospheric Science (ShanghaiRanking 2023 Global Ranking of Academic Subjects).The University of Reading is the most represented organisation in the UK on the Reuters Hot List of the world’s top climate scientists 2021.Our climate scientists played a leading role in the latest Intergovernmental Panel on Climate Change (IPCC) report, which warns that damaging effects of climate change are already being seen across the globe.We gave the world climate stripes. Designed by Professor Ed Hawkins, the climate stripes present a compelling visualisation of how global temperatures have risen since the mid-19th century due to human-caused climate change. The stripes have been shared by the likes of Greta Thunberg and the United Nations, as well as thousands of others around the world.100% of our students said the course often challenges them to achieve their best work (National Student Survey 2024, responders from the Department of Meteorology).The University of Reading has been named Sustainable University of the Year in The Times and The Sunday Times Good University Guide 2025.Explore all aspects of meteorology and climate, including atmospheric science and oceanography, whilst learning from world-leading researchers. By taking BSc Meteorology and Climate at the University of Reading, you'll be joining a course of study approved by the Royal Meteorological Society. You'll also benefit from the Department's close links to industry and a range of opportunities to enhance your employability.As part of our small, specialist department, you will benefit from an enviable staff to student ratio. Many of our excellent teaching staff are world leaders in their fields and a number are Intergovernmental Panel on Climate Change (IPCC) authors and Fellows of the Royal Society. We also have a Regius Professor of Meteorology and Climate Science, and the University is one of only 19 institutes in the UK to have been awarded one of these prestigious positions by Her Majesty Queen Elizabeth.Teaching is divided between lectures and practical work, but the ratio depends on options selected. You will have the opportunity to carry out a range of experiments using our extensive fluid dynamics and instrument labs, and atmospheric observatory. During your final year you will have the option of attending a summer field study trip; in recent years students have gone to the Lake District, but the location of the field class is subject to change. You will also complete an independent research project on a topic of your choice, perhaps focusing on the currents of hurricanes and typhoons or the effect of climate change on crops.This course is approved by the Royal Meteorological Society (RMetS) and is your first step towards becoming professionally accredited as either a Registered Meteorologist (RMet) or Chartered Meteorologist (CMet)."
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/63/63577_cover.jpg,University of Johannesburg,BSc Hons in Zoology,"Johannesburg, South Africa",1 up to 2 Years,"Full time, Part time",On-Campus,"The primary purpose of the BSc Honours qualification is to consolidate and deepen the students’ knowledge and expertise in Zoology and to develop research capacity in its methodology and techniques of it. BSc Honours is essentially a coursework degree of which at least 25% (30) of the credits are devoted to a research project and reporting under supervision.Reasons for studying at UJUJ offers not only a special program called the First Year Experience to help orientate students throughout the first year but we also offer a Senior Student Experience that gears students toward the workplace!Grab the opportunity to participate in a variety of sports and train alongside Olympians and Paralympians on state-of-the-art pitches, tracks, and fields, or just keep fit by joining one of the gyms on each of our 4 campuses.Be part of a young, vibrant, and agile university that reflects and adapts easily to our country’s aspirations, while maintaining global relevance through numerous international partnerships.178 Internationally respected and accepted qualifications.Join a university that cares enough to have raised over R300 million since the start of 2016 in order to support the Missing Middle Campaign. UJ also ensures that more than 6 000 needy students have two healthy meals per day.Study in the vibrant City of Gold – the economic hub of South Africa. Join a vibrant, cosmopolitan, progressive group of students and academics on their way to re-imagining the future!UJ offers an amazing on-campus experience whether you live in one of UJ’s residences, belong to a day house, or whether you just want to socialize at the Student Centres on all campuses.We ensure the health, safety, and security of all our students through our own on-campus health services and UJ Protection Services.Did you know that during the first five years of UJ’s existence it doubled its targeted research output and to this day, continues to break records!"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/63/63577_cover.jpg,University of Johannesburg,BSc Hons in Botany,"Johannesburg, South Africa",1 up to 2 Years,"Full time, Part time",On-Campus,"The primary purpose of the BSc Honours qualification is to consolidate and deepen the students’ knowledge and expertise in Botany and to develop research capacity in its methodology and techniques of it. BSc Honours is essentially a coursework degree of which at least 25% (30) of the credits are devoted to a research project and reporting under supervision.Reasons for studying at UJUJ offers not only a special program called the First Year Experience to help orientate students throughout the first year but we also offer a Senior Student Experience that gears students toward the workplace!Grab the opportunity to participate in a variety of sports and train alongside Olympians and Paralympians on state-of-the-art pitches, tracks, and fields, or just keep fit by joining one of the gyms on each of our 4 campuses.Be part of a young, vibrant, and agile university that reflects and adapts easily to our country’s aspirations, while maintaining global relevance through numerous international partnerships.178 Internationally respected and accepted qualifications.Join a university that cares enough to have raised over R300 million since the start of 2016 in order to support the Missing Middle Campaign. UJ also ensures that more than 6 000 needy students have two healthy meals per day.Study in the vibrant City of Gold – the economic hub of South Africa. Join a vibrant, cosmopolitan, progressive group of students and academics on their way to re-imagining the future!UJ offers an amazing on-campus experience whether you live in one of UJ’s residences, belong to a day house, or whether you just want to socialize at the Student Centres on all campuses.We ensure the health, safety, and security of all our students through our own on-campus health services and UJ Protection Services.Did you know that during the first five years of UJ’s existence it doubled its targeted research output and to this day, continues to break records!"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/63/63577_cover.jpg,University of Johannesburg,BSc Hons in Chemistry,"Johannesburg, South Africa",1 up to 2 Years,"Full time, Part time",On-Campus,"The primary purpose of the BSc Honours qualification is to consolidate and deepen the students’ knowledge and expertise in Chemistry and to develop research capacity in the methodology and techniques of it. BSc Honours is essentially a coursework degree of which at least 25% (30) of the credits are devoted to a research project and reporting under supervision.Reasons for studying at UJUJ offers not only a special program called the First Year Experience to help orientate students throughout the first year but we also offer a Senior Student Experience that gears students toward the workplace!Grab the opportunity to participate in a variety of sports and train alongside Olympians and Paralympians on state-of-the-art pitches, tracks, and fields, or just keep fit by joining one of the gyms on each of our 4 campuses.Be part of a young, vibrant, and agile university that reflects and adapts easily to our country’s aspirations, while maintaining global relevance through numerous international partnerships.178 Internationally respected and accepted qualifications.Join a university that cares enough to have raised over R300 million since the start of 2016 in order to support the Missing Middle Campaign. UJ also ensures that more than 6 000 needy students have two healthy meals per day.Study in the vibrant City of Gold – the economic hub of South Africa. Join a vibrant, cosmopolitan, progressive group of students and academics on their way to re-imagining the future!UJ offers an amazing on-campus experience whether you live in one of UJ’s residences, belong to a day house, or whether you just want to socialize at the Student Centres on all campuses.We ensure the health, safety, and security of all our students through our own on-campus health services and UJ Protection Services.Did you know that during the first five years of UJ’s existence it doubled its targeted research output and to this day, continues to break records!"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/63/63577_cover.jpg,University of Johannesburg,BSc Hons in Physics,"Johannesburg, South Africa",1 up to 2 Years,"Full time, Part time",On-Campus,"The primary purpose of the BSc Honours qualification is to consolidate and deepen the students’ knowledge and expertise in Physics and to develop research capacity in the methodology and techniques of it. BSc Honours is essentially a coursework degree of which at least 25% (30) of the credits are devoted to a research project and reporting under supervision.Reasons for studying at UJUJ offers not only a special program called the First Year Experience to help orientate students throughout the first year but we also offer a Senior Student Experience that gears students toward the workplace!Grab the opportunity to participate in a variety of sports and train alongside Olympians and Paralympians on state-of-the-art pitches, tracks, and fields, or just keep fit by joining one of the gyms on each of our 4 campuses.Be part of a young, vibrant, and agile university that reflects and adapts easily to our country’s aspirations, while maintaining global relevance through numerous international partnerships.178 Internationally respected and accepted qualifications.Join a university that cares enough to have raised over R300 million since the start of 2016 in order to support the Missing Middle Campaign. UJ also ensures that more than 6 000 needy students have two healthy meals per day.Study in the vibrant City of Gold – the economic hub of South Africa. Join a vibrant, cosmopolitan, progressive group of students and academics on their way to re-imagining the future!UJ offers an amazing on-campus experience whether you live in one of UJ’s residences, belong to a day house, or whether you just want to socialize at the Student Centres on all campuses.We ensure the health, safety, and security of all our students through our own on-campus health services and UJ Protection Services.Did you know that during the first five years of UJ’s existence it doubled its targeted research output and to this day, continues to break records!"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/60/60979_cover.jpg,University of Groningen,BSc in Spatial Planning and Design,"Groningen, Netherlands",3 Years,Full time,On-Campus,"If you have a special interest in the living environment, and you aspire to combine analytical thinking with creative design, then Spatial Planning and Design is the field for you.What effect will climate change have on our future cities and rural areas? How can you develop sustainable strategies and designs for new and existing urban systems? How do you deal with a complex built environment and related planning processes? Planners are asked to translate this kind of spatial transformation into new opportunities to enhance the quality of life.The Bachelor's degree program in Spatial Planning and Design (in Dutch: Technische planologie) revolves around physical and institutional design. The course units are related to spatial planning and design, water management, infrastructure and environmental planning, spatial computer programs, complex decision-making, and academic research.You will work in virtual realities but also go on excursions to see spatial projects in real life. There will be an opportunity to develop your personal interests via elective course units. You complete your Bachelor's degree with a research project. Excellent students can take part in a more in-depth program at Honours College, which has a wider range of topics.Why study this program in Groningen?The Bachelor's degree program in Spatial Planning and Design is unique within the Netherlands. It covers a wide range of topics and gives students the opportunity to explore their own fields of interest within physical and institutional design. This degree program gives you the opportunity to learn from internationally renowned and highly trained teachers.ResearchSpatial Planning and Design is based on research. Not only are you educated to become a researcher, but lecturers also use their own research and others to keep the education as recent and relevant as possible. The education you receive is therefore partly based on the research being done at the faculty right now!Read more on the institution's website"
https://keystoneacademic-res.cloudinary.com/image/upload/f_auto/q_auto/g_auto/w_724/dpr_2.0/element/18/182403_182371_Keystonecoverimage.jpg,"Queen's University Belfast - Faculty of Arts, Humanities and Social Sciences",BSc in International Business with French,"Belfast, United Kingdom",4 Years,Full time,On-Campus,"This degree seeks to develop graduates with a global mind-set who have the necessary business and cultural skills to work in a global marketplace. All organisations are now operating in a competitive global arena, seeking to expand and develop beyond their national borders. Success in foreign markets requires knowledge of how to adapt to local cultures, languages and customers as well as an understanding of fundamental business theories and practices. Global leaders ultimately cultivate cultural intelligence by travelling to and working in different cultures, developing and applying both their business and language skills. The International Business with a Language degree at Queen’s Business School provides a platform for developing the required knowledge and skills to pursue a career in our globally connected business world.International Business (Major) with French highlightsFurther Study OpportunitiesStudents can choose from a wide range of Master’s programmes as well as a comprehensive list of research topics, as shown on the Queen’s Business School website.Queen’s Business School is committed to the continuous improvement and enhancement of all of its degree programmes. New modules may be developed and included to replace or enhance those which are mentioned in this brochure.Industry LinksStudents will hear from industry professionals who regularly deliver guest lectures. The opportunity to network afterwards can give students valuable connections with senior professionals. Guest speakers have previously come from Google, LinkedIn, Coca-Cola, PwC, EY and Deloitte.Internationally Renowned ExpertsQueen’s is one of the 24 world-class universities that make up the Russell Group in the United Kingdom and is the only Russell Group University in Northern Ireland.Global OpportunitiesThe degree also provides you with further opportunities to work and study abroad through schemes such as Study USA, British Council, Erasmus, International Workplace Tours, Study China, City Scholarships and much more.Career DevelopmentGraduate jobs are varied and include Brand Development, Corporate Banking, FDI analysis, Consulting, Digital Marketing, and Global Business Development.Internationally Renowned ExpertsStudents will experience innovative and dynamic teaching and learning methods including simulations, live case studies, company tours, group work projects and presentations, consulting projects, practical workshops, embedded e-learning and much more.Read more on the institution's website"
